%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1575431732472349960,21566,1570162025588068008,base_imu_link,-0.0344613297527,0.0607137758278,-0.306859958849,0.949190823719,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.8043984375,-1.00090148437,9.71521789062,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732573049931,21567,1570162025608055114,base_imu_link,-0.0345635192138,0.0601110921987,-0.306986845639,0.949184437472,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.9576171875,-0.943444453125,9.87303320312,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732573113690,21568,1570162025628062963,base_imu_link,-0.0341769151316,0.0602371336969,-0.306577108655,0.949322865334,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.948041015625,-0.948041015625,9.89678210937,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732573173480,21569,1570162025648046970,base_imu_link,-0.0337973660774,0.060224631974,-0.306923999444,0.949225152593,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.03920617187,-0.909736328125,9.58574804687,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732573231466,21570,1570162025668101072,base_imu_link,-0.0332751016932,0.0607646322193,-0.306487115598,0.949350343683,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,-0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.953020625,-0.995921875,9.82515234375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732635576536,21571,1570162025688028097,base_imu_link,-0.0333632529342,0.0607884667727,-0.306398964357,0.949374178236,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.981749140625,-1.1108359375,9.67691320312,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732635606503,21572,1570162025708030939,base_imu_link,-0.0338889075931,0.0611410534957,-0.306350716353,0.949348488233,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.8810078125,-0.962596796875,9.65776085937,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732635630803,21573,1570162025728327035,base_imu_link,-0.0338099400376,0.0608364860485,-0.306295073284,0.949388823403,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.75153796875,-1.01507421875,9.50913867187,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732635656785,21574,1570162025747992992,base_imu_link,-0.0341716583199,0.060240115966,-0.306659951535,0.949296107819,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.8381065625,-0.953020625,9.67691320312,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732666973825,21575,1570162025767941951,base_imu_link,-0.0340369820368,0.0598260017978,-0.306614785861,0.949341722697,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.93846484375,-1.03920617187,9.52829101562,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732687310415,21576,1570162025787760019,base_imu_link,-0.0342869103621,0.0601811729378,-0.306577362598,0.949322366188,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.01507421875,-1.01047765625,9.55701953125,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732705882034,21577,1570162025807780027,base_imu_link,-0.0342731435922,0.0608076835948,-0.306362433134,0.949352324908,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.909736328125,-0.89556359375,9.59072765625,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732732082331,21578,1570162025827754974,base_imu_link,-0.0338543148562,0.0606090185187,-0.306891486834,0.949209169545,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.81895421875,-1.12998828125,9.85388085937,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732761385194,21579,1570162025847846031,base_imu_link,-0.0346515989386,0.0601348579324,-0.306898765914,0.949208203206,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.81895421875,-1.05337890625,9.67691320312,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732761394597,21580,1570162025867850065,base_imu_link,-0.0349635994255,0.0597687978649,-0.306750313294,0.949267866733,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.890583984375,-1.00090148437,9.68150976562,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732818022259,21581,1570162025887881994,base_imu_link,-0.0348755464354,0.0597450723157,-0.306838366284,0.949244141183,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.905139765625,-1.03920617187,9.86805359375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732818143681,21582,1570162025907744884,base_imu_link,-0.0350157442214,0.0597382636141,-0.305921804109,0.949535195392,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.09168359375,-0.995921875,9.729390625,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431732818240128,21583,1570162025927788019,base_imu_link,-0.0346242652592,0.0606276612076,-0.306031775949,0.949457739481,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.943444453125,-0.97217296875,9.7676953125,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431733038569044,21584,1570162025947848081,base_imu_link,-0.0344049735205,0.0606719907879,-0.306451062821,0.949327632289,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.948041015625,-0.981749140625,9.70066210937,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431733038585692,21585,1570162025967751026,base_imu_link,-0.0342843835374,0.060733945868,-0.306616502946,0.949274611999,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.04,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.9147159375,-0.924292109375,9.71521789062,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431733038591378,21586,1570162025987884998,base_imu_link,-0.0338709313298,0.0605322269444,-0.307062653548,0.949158119761,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.01,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.81895421875,-1.05835851562,9.62405273437,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431733038620092,21587,1570162026007684946,base_imu_link,-0.0343969055039,0.0601252122238,-0.306577626309,0.949321847844,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,-0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.8810078125,-0.967193359375,9.75811914062,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431733038652420,21588,1570162026027631998,base_imu_link,-0.0341807553693,0.0599592494186,-0.306516003107,0.949360049829,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.890583984375,-0.948041015625,9.81557617187,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1575431733038675491,21589,1570162026047697067,base_imu_link,-0.0339645726332,0.0597933173568,-0.306454308922,0.949398190196,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,-0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-0.97217296875,-1.02963,9.686489375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
